Price,Close,High,Low,Open,Volume,Return,Volatility,Volatility_ma10
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,
Date,,,,,,,,
2019-07-29,11189.2001953125,11310.9501953125,11152.400390625,11307.5,482900,-0.008427603929443195,0.007449050733161182,0.007538122362890138
2019-07-30,11085.400390625,11267.4501953125,11072.650390625,11213.7001953125,479100,-0.009276785013729971,0.007293892245265002,0.007517269119209529
2019-07-31,11118.0,11145.2998046875,10999.400390625,11034.0498046875,536700,0.00294076968140633,0.0072565092114998475,0.007492074352624887
2019-08-01,10980.0,11076.75,10881.0,11060.2001953125,499900,-0.012412304371289817,0.007465880048748016,0.007468942650324932
2019-08-02,10997.349609375,11080.150390625,10848.9501953125,10930.2998046875,547400,0.0015801101434427256,0.007428526908837206,0.007430615385458151
2019-08-05,10862.599609375,10895.7998046875,10782.599609375,10895.7998046875,506600,-0.012252952282714391,0.007476194687232637,0.0074077669089393505
2019-08-06,10948.25,11018.5498046875,10813.7998046875,10815.400390625,517900,0.007884888857643269,0.0067578302735923235,0.007313178226862787
2019-08-07,10855.5,10975.650390625,10835.900390625,10958.099609375,548500,-0.00847167355513434,0.006854556840077971,0.0072580064672531155
2019-08-08,11032.4501953125,11058.0498046875,10842.9501953125,10899.2001953125,482500,0.016300510829763803,0.008015304496818157,0.007333713853167825
2019-08-09,11109.650390625,11181.4501953125,11062.7998046875,11087.900390625,538100,0.006997556657477588,0.007997834213256217,0.007399557965848856
2019-08-13,10925.849609375,11145.900390625,10901.599609375,11139.400390625,624600,-0.01654424529912324,0.008609603842528055,0.007515613276785543
2019-08-14,11029.400390625,11078.150390625,10935.599609375,11003.25,511500,0.009477595331455646,0.008927842756534356,0.007679008327912479
2019-08-16,11047.7998046875,11068.650390625,10924.2998046875,11043.650390625,470900,0.0016682152620135504,0.008754603206956025,0.007828817727458096
2019-08-19,11053.900390625,11146.900390625,11037.849609375,11094.7998046875,369500,0.0005521991749806165,0.008719090899819754,0.00795413881256527
2019-08-20,11017.0,11076.2998046875,10985.2998046875,11063.900390625,444700,-0.0033382235519596737,0.00864191417808639,0.00807547753949019
2019-08-21,10918.7001953125,11034.2001953125,10906.650390625,11018.150390625,557900,-0.008922556475220111,0.008268639068686521,0.008154721977635577
2019-08-22,10741.349609375,10908.25,10718.2998046875,10905.2998046875,668200,-0.016242829527789215,0.008787360829061695,0.008357675033182514
2019-08-23,10829.349609375,10862.5498046875,10637.150390625,10699.599609375,667100,0.008192639025843995,0.009094810816099117,0.008581700430784628
2019-08-26,11057.849609375,11070.2998046875,10756.5498046875,11000.2998046875,684100,0.021100066785376237,0.010368564210261711,0.008817026402128985
2019-08-27,11105.349609375,11141.75,11049.5,11106.5498046875,685600,0.004295591066795668,0.010426634420043705,0.009059906422807733
2019-08-28,11046.099609375,11129.650390625,10987.650390625,11101.2998046875,550000,-0.005335266523260329,0.010445104697106194,0.009243456508265548
2019-08-29,10948.2998046875,11021.099609375,10922.400390625,10996.0498046875,649900,-0.0088537862364102,0.010460734511980038,0.009396745683810114
2019-08-30,11023.25,11042.599609375,10874.7998046875,10987.7998046875,628200,0.006845829640179435,0.01041319317294217,0.009562604680408728
2019-09-03,10797.900390625,10967.5,10772.7001953125,10960.9501953125,483000,-0.02044311880570615,0.011273465383014766,0.009818042128728232
2019-09-04,10844.650390625,10858.75,10746.349609375,10790.400390625,508800,0.004329545403159107,0.011040093183498512,0.010057860029269443
2019-09-05,10847.900390625,10920.099609375,10816.0,10860.9501953125,595700,0.000299686931614751,0.01103137527552579,0.01033413364995337
2019-09-06,10946.2001953125,10957.0498046875,10867.4501953125,10883.7998046875,497200,0.009061643373168504,0.010884538186682264,0.010543851385715428
2019-09-09,11003.0498046875,11028.849609375,10889.7998046875,10936.7001953125,412500,0.005193547382711383,0.010807843178364649,0.01071515462194198
2019-09-11,11035.7001953125,11054.7998046875,11011.650390625,11028.5,687100,0.0029673946046386845,0.010630805453172496,0.010741378746233057
2019-09-12,10982.7998046875,11081.75,10964.9501953125,11058.2998046875,551400,-0.00479356902496042,0.010079001103519225,0.010706615414580612
2019-09-13,11075.900390625,11084.4501953125,10945.75,10986.7998046875,624300,0.008476944640087414,0.010136581898648613,0.010675763134734851
2019-09-16,11003.5,11052.7001953125,10968.2001953125,10994.849609375,434500,-0.006536749886833726,0.009542463369796984,0.010583936020516547
2019-09-17,10817.599609375,11000.099609375,10796.5,11000.099609375,482000,-0.01689465993774708,0.010009340880658007,0.010543550791288131
2019-09-18,10840.650390625,10885.150390625,10804.849609375,10872.7998046875,519200,0.002130859163064436,0.010015725781581247,0.010417776831144778
2019-09-19,10704.7998046875,10845.2001953125,10670.25,10845.2001953125,642600,-0.012531589991591652,0.010326074246580334,0.010346374937452961
2019-09-20,11274.2001953125,11381.900390625,10691.0,10746.7998046875,1356800,0.05319112930777714,0.01575662948285273,0.010818900358185654
2019-09-23,11600.2001953125,11694.849609375,11471.349609375,11542.7001953125,882800,0.028915576657539077,0.016675948608776133,0.011398041400395041
2019-09-24,11588.2001953125,11655.0498046875,11539.2001953125,11590.7001953125,651700,-0.0010344649056013289,0.016118603141357588,0.011929117396694337
2019-09-25,11440.2001953125,11564.9501953125,11416.099609375,11564.849609375,629100,-0.012771612287114875,0.01647443549508923,0.012513480400886009
2019-09-26,11571.2001953125,11610.849609375,11466.349609375,11469.849609375,844500,0.01145084856589107,0.016066363503179623,0.013112216640852051
2019-09-27,11512.400390625,11593.599609375,11499.75,11556.349609375,650000,-0.005081564893442914,0.01613781023190332,0.01371233947417752
2019-09-30,11474.4501953125,11508.25,11390.7998046875,11491.150390625,756800,-0.003296462425282254,0.016098586278474523,0.014367951765045276
2019-10-01,11359.900390625,11554.2001953125,11247.900390625,11515.400390625,1305400,-0.009983032105041145,0.01613826110670154,0.014980843787649625
2019-10-03,11314.0,11370.400390625,11257.349609375,11322.25,1017500,-0.004040562773145462,0.01614564384822331,0.015593835594313831
2019-10-04,11174.75,11400.2998046875,11158.349609375,11388.4501953125,928500,-0.012307760296977222,0.01568737994252943,0.016129966163908743
2019-10-07,11126.400390625,11233.849609375,11112.650390625,11196.2001953125,733200,-0.0043266837625002275,0.015729872393301314,0.0161272904549536
2019-10-09,11313.2998046875,11321.599609375,11090.150390625,11152.9501953125,741100,0.01679783285706482,0.01608346813560629,0.016068042407636617
2019-10-10,11234.5498046875,11293.349609375,11208.5498046875,11280.5,562000,-0.006960833829169011,0.01611786533818051,0.016067968627318907
2019-10-11,11305.0498046875,11362.900390625,11189.400390625,11257.7001953125,737800,0.006275284833450412,0.01613245084661954,0.016033770162471938
2019-10-14,11341.150390625,11420.4501953125,11290.0498046875,11335.900390625,587600,0.003193315072573366,0.016133615417846952,0.016040495353938672
2019-10-15,11428.2998046875,11462.349609375,11342.099609375,11360.849609375,527400,0.007684353972992053,0.016123008893942116,0.016039015220142554
2019-10-16,11464.0,11481.0498046875,11411.099609375,11464.9501953125,533500,0.003123841334461419,0.016057948947350204,0.01603495148703012
2019-10-17,11586.349609375,11599.099609375,11439.650390625,11466.2998046875,797600,0.010672506051552677,0.016052394930320124,0.01602636486939198
2019-10-18,11661.849609375,11684.7001953125,11553.150390625,11580.2998046875,853400,0.006516288783389612,0.01543318222765952,0.0159551187073356
2019-10-22,11588.349609375,11714.349609375,11573.650390625,11657.150390625,867600,-0.006302602285396697,0.015584926776051451,0.015944873390687803
2019-10-23,11604.099609375,11651.599609375,11554.400390625,11596.2001953125,664200,0.001359123648397631,0.01516886966486623,0.015888773117844292
2019-10-24,11582.599609375,11679.599609375,11534.650390625,11661.650390625,700500,-0.0018527934715960592,0.010166736764133214,0.015297099980696985
2019-10-25,11583.900390625,11646.900390625,11490.75,11646.150390625,812000,0.00011230477560042473,0.007964104822288539,0.01448172392910779
2019-10-29,11786.849609375,11809.400390625,11627.349609375,11643.9501953125,951700,0.017519938181983052,0.008830031697331294,0.013751482014178964
2019-10-30,11844.099609375,11883.9501953125,11784.4501953125,11883.900390625,725200,0.004857107869982835,0.008292206437744237,0.012967341116168693
2019-10-31,11877.4501953125,11945.0,11855.099609375,11890.4501953125,1414800,0.0028157974888274317,0.007992468063466202,0.012154287033121103
2019-11-01,11890.599609375,11918.2998046875,11843.349609375,11886.599609375,855300,0.0011070906504571099,0.007859354847386443,0.011334427623124725
2019-11-04,11941.2998046875,11989.150390625,11905.349609375,11928.900390625,823100,0.004263888868356602,0.007798224737115347,0.010509010603804247
2019-11-05,11917.2001953125,11978.9501953125,11861.900390625,11974.599609375,632000,-0.002018173043904281,0.007371896828946668,0.009702882063932963
2019-11-06,11966.0498046875,12002.900390625,11850.25,11911.5,603400,0.004099084396871566,0.00723404990642188,0.008867794376970006
2019-11-07,12012.0498046875,12021.400390625,11946.849609375,12021.099609375,563000,0.003844209304726398,0.006365501203388972,0.00798745753082228
2019-11-08,11908.150390625,12034.150390625,11888.75,11987.150390625,789300,-0.008649599006986697,0.006691643810425605,0.007639948235451518
2019-11-11,11913.4501953125,11932.650390625,11853.9501953125,11879.2001953125,549000,0.0004450569159482054,0.005947586867764047,0.007438296439999069
2019-11-13,11840.4501953125,11946.7998046875,11823.2001953125,11908.2998046875,659000,-0.006127528029514329,0.005883880184886578,0.007143681288754598
2019-11-14,11872.099609375,11895.650390625,11802.650390625,11858.75,559500,0.002672990768123773,0.005821127805615668,0.006896573425541741
2019-11-15,11895.4501953125,11973.650390625,11879.25,11904.2001953125,580200,0.001966845520657623,0.005818388797926749,0.006679165498987796
2019-11-18,11884.5,11946.2001953125,11867.599609375,11915.150390625,514400,-0.0009205364347466549,0.0057217642092254805,0.006465406435171699
2019-11-19,11940.099609375,11958.849609375,11881.75,11919.4501953125,613900,0.004678329704657314,0.0057486366865806765,0.0062604476301182325
2019-11-20,11999.099609375,12038.599609375,11966.0498046875,12004.75,646700,0.004941332311304558,0.0054419573489941,0.006067453682122976
2019-11-21,11968.400390625,12028.2001953125,11956.900390625,12025.650390625,557700,-0.002558460196964596,0.0053990415451064585,0.005883952845991433
2019-11-22,11914.400390625,11968.099609375,11883.5,11967.2998046875,486800,-0.004511881140131235,0.00528676264242993,0.005776078989895529
2019-11-25,12073.75,12084.5,11919.75,11922.4501953125,534300,0.013374538722098483,0.005903650893301591,0.005697279698183127
2019-11-26,12037.7001953125,12132.4501953125,12006.349609375,12110.2001953125,1201300,-0.0029858001604721185,0.005944768913396134,0.0056969979027463365
2019-11-27,12100.7001953125,12114.900390625,12055.150390625,12068.5,584200,0.005233557820665036,0.00597473087846091,0.005706082972103769
2019-11-28,12151.150390625,12158.7998046875,12099.9501953125,12132.099609375,620500,0.004169196368656758,0.004857474386191142,0.005609717630161317
2019-11-29,12056.0498046875,12147.400390625,12017.400390625,12146.2001953125,804400,-0.007826467690735917,0.0051912590890131356,0.005547004659269956
2019-12-02,12048.2001953125,12137.150390625,12023.7001953125,12137.0498046875,720900,-0.0006510929783939412,0.005180993946587423,0.00549292763300615
2019-12-03,11994.2001953125,12068.599609375,11956.400390625,12067.650390625,605800,-0.004481997238144242,0.0053008119930926115,0.0054481451636573435
2019-12-04,12043.2001953125,12054.7001953125,11935.2998046875,11969.9501953125,747200,0.004085307832292884,0.005294487583515503,0.005433398187109484
2019-12-05,12018.400390625,12081.2001953125,11998.75,12071.25,562200,-0.00205923710353606,0.0052954398461453125,0.0054230380172133694
2019-12-06,11921.5,12057.0498046875,11888.849609375,12047.349609375,609200,-0.008062669529681155,0.005532247651794866,0.005447586518149862
2019-12-09,11937.5,11981.9501953125,11888.0498046875,11939.099609375,599100,0.001342112989137334,0.005468201653462166,0.0054040415941659205
2019-12-10,11856.7998046875,11953.2001953125,11844.7001953125,11950.5,650200,-0.006760225785340301,0.005337630632149807,0.005343327766041288
2019-12-11,11910.150390625,11923.2001953125,11832.2998046875,11867.349609375,997700,0.0044995771891509495,0.005434289471487142,0.005289283625343911
2019-12-12,11971.7998046875,12005.5,11934.0,11944.2998046875,752600,0.005176207859728388,0.005356177785009172,0.005339153965225714
2019-12-13,12086.7001953125,12098.849609375,12023.599609375,12026.400390625,597700,0.009597587037832866,0.005696454262143163,0.005389673482538717
2019-12-16,12053.9501953125,12134.650390625,12046.2998046875,12131.349609375,437700,-0.0027095898360001147,0.005742605003603718,0.005445834588240346
2019-12-17,12165.0,12182.75,12070.349609375,12082.4501953125,499600,0.009212731336046609,0.006023253956029407,0.0055180787845340255
2019-12-18,12221.650390625,12237.7001953125,12163.4501953125,12197.0,518900,0.004656834412248179,0.006022622371097179,0.005590892263292193
2019-12-19,12259.7001953125,12268.349609375,12191.150390625,12223.400390625,623100,0.003113311498149862,0.005977789371725537,0.005659127215850215
2019-12-20,12271.7998046875,12293.900390625,12252.75,12266.4501953125,810700,0.000986941701855537,0.005920853304358891,0.0056979877811066185
2019-12-23,12262.75,12287.150390625,12213.25,12235.4501953125,604800,-0.0007374472230261553,0.0057944295698663705,0.005730610572747039
2019-12-24,12214.5498046875,12283.7001953125,12202.099609375,12269.25,470300,-0.003930618769240168,0.005205287200192258,0.005717376229551284
2019-12-26,12126.5498046875,12221.5498046875,12118.849609375,12211.849609375,520300,-0.007204522590446127,0.005425916439658971,0.0057165389263684665
2019-12-27,12245.7998046875,12258.4501953125,12157.900390625,12172.900390625,383800,0.009833794601157297,0.005717366829994331,0.005752657830866982
