Price,Close,High,Low,Open,Volume,Return,Volatility,Volatility_ma10
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,
Date,,,,,,,,
2020-08-07,11214.0498046875,11231.900390625,11142.0498046875,11186.650390625,452600,0.0012410024488720417,0.010295893021076238,0.00989016443373263
2020-08-10,11270.150390625,11337.2998046875,11238.0,11270.25,492000,0.005002705259437024,0.010224096582597016,0.010010255092100871
2020-08-11,11322.5,11373.599609375,11299.150390625,11322.25,586100,0.004644978776729314,0.010235780664754137,0.010127910269816933
2020-08-12,11308.400390625,11322.0,11242.650390625,11289.0,609900,-0.0012452735151247118,0.009163328885464688,0.010100914208708164
2020-08-13,11300.4501953125,11359.2998046875,11269.9501953125,11334.849609375,562400,-0.0007030344733010008,0.009190516013801353,0.010056244638740826
2020-08-14,11178.400390625,11366.25,11111.4501953125,11353.2998046875,645100,-0.010800437378868932,0.009447010451678062,0.010051044644492652
2020-08-17,11247.099609375,11267.099609375,11144.5,11248.900390625,634000,0.0061457110453491115,0.009018993826932194,0.009921976605425275
2020-08-18,11385.349609375,11401.7001953125,11253.150390625,11259.7998046875,579200,0.012292057935075373,0.009088213032347232,0.009770812012112304
2020-08-19,11408.400390625,11460.349609375,11394.099609375,11452.150390625,626200,0.002024600213507588,0.008726318223256407,0.009584146487772316
2020-08-20,11312.2001953125,11361.4501953125,11289.7998046875,11317.4501953125,791600,-0.008432399987605033,0.008938279580281183,0.00943284302821885
2020-08-21,11371.599609375,11418.5,11362.2001953125,11409.650390625,668700,0.005250916093857194,0.008869391809153507,0.009290192907026578
2020-08-24,11466.4501953125,11497.25,11410.650390625,11412.0,532900,0.008341006471886514,0.00900010964695012,0.009167794213461889
2020-08-25,11472.25,11525.900390625,11423.349609375,11513.099609375,638200,0.0005058064691958464,0.008868850526349698,0.009031101199621444
2020-08-26,11549.599609375,11561.75,11461.849609375,11512.849609375,743400,0.0067423225064831005,0.008397047037781918,0.008954473014853168
2020-08-27,11559.25,11617.349609375,11540.599609375,11609.2998046875,719800,0.0008355606212675504,0.008097987235977086,0.008845220137070741
2020-08-28,11647.599609375,11686.0498046875,11589.400390625,11602.9501953125,807000,0.007643195654994939,0.007827241780391587,0.008683243269942093
2020-08-31,11387.5,11794.25,11325.849609375,11777.5498046875,1371800,-0.022330747801946216,0.009460908501745252,0.0087274347374234
2020-09-01,11470.25,11553.5498046875,11366.900390625,11464.2998046875,783800,0.007266739846322645,0.008606413354352613,0.008679254769623937
2020-09-02,11535.0,11554.75,11430.400390625,11478.5498046875,593500,0.005645038251127943,0.007813135127995868,0.008587936460097883
2020-09-03,11527.4501953125,11584.9501953125,11507.650390625,11566.2001953125,607100,-0.0006545127600779965,0.007828025220588545,0.00847691102412862
2020-09-04,11333.849609375,11452.0498046875,11303.650390625,11354.400390625,681300,-0.016794744948559814,0.008634591986457059,0.008453431041858974
2020-09-07,11355.0498046875,11381.150390625,11251.7001953125,11359.599609375,560300,0.0018705202595032944,0.008638017172533525,0.008417221794417316
2020-09-08,11317.349609375,11437.25,11290.4501953125,11378.5498046875,572200,-0.0033201259317187093,0.00861831499860936,0.008392168241643282
2020-09-09,11278.0,11298.150390625,11185.150390625,11218.599609375,728900,-0.003476927967516641,0.00859270127997175,0.008411733665862264
2020-09-10,11449.25,11464.0498046875,11327.400390625,11363.2998046875,679400,0.015184429863450921,0.009213716284926366,0.008523306570757193
2020-09-11,11464.4501953125,11493.5,11419.900390625,11447.7998046875,554800,0.0013276149365679668,0.009209678931496018,0.008661550285867636
2020-09-14,11440.0498046875,11568.900390625,11383.5498046875,11540.150390625,642300,-0.0021283524468515003,0.008854532424868921,0.008600912678180002
2020-09-15,11521.7998046875,11535.9501953125,11442.25,11487.2001953125,506700,0.007145947910690342,0.00888544240090252,0.008628815582834994
2020-09-16,11604.5498046875,11618.099609375,11516.75,11538.4501953125,527800,0.0071820376506051,0.008632501900842249,0.008710752260119633
2020-09-17,11516.099609375,11587.2001953125,11498.5,11539.400390625,0,-0.007622027291120936,0.008826616589005529,0.00881061139696133
2020-09-18,11504.9501953125,11584.099609375,11446.099609375,11584.099609375,764200,-0.0009681588767627147,0.008596872682020295,0.008806839466517653
2020-09-21,11250.5498046875,11535.25,11218.5,11503.7998046875,602900,-0.02211225483867385,0.0098737890867919,0.008930416657943491
2020-09-22,11153.650390625,11302.2001953125,11084.650390625,11301.75,672200,-0.00861286032635733,0.009810874743151022,0.009049672632397657
2020-09-23,11131.849609375,11259.5498046875,11024.400390625,11258.75,714900,-0.0019545871070447696,0.009803294906458619,0.009170731995046344
2020-09-24,10805.5498046875,11015.2998046875,10790.2001953125,11011.0,706100,-0.029312272096516434,0.011344400265832734,0.00938380039313698
2020-09-25,11050.25,11072.599609375,10854.849609375,10910.400390625,559600,0.022645788482354545,0.012646725401072161,0.009727505040094595
2020-09-28,11227.5498046875,11239.349609375,11099.849609375,11140.849609375,472800,0.016044868187371275,0.013094195663642743,0.010151471363971976
2020-09-29,11222.400390625,11305.400390625,11181.0,11288.599609375,498300,-0.0004586409458945395,0.012208154877880024,0.010483742611669728
2020-09-30,11247.5498046875,11295.400390625,11184.5498046875,11244.4501953125,499300,0.002241001317642377,0.012094468427671794,0.01082993926435268
2020-10-01,11416.9501953125,11428.599609375,11347.0498046875,11364.4501953125,447700,0.015061092732783665,0.01251504729211364,0.011198782334663492
2020-10-05,11503.349609375,11578.0498046875,11452.2998046875,11487.7998046875,530600,0.0075676439490797165,0.012635212622759372,0.011602616328737402
2020-10-06,11662.400390625,11680.2998046875,11564.2998046875,11603.4501953125,561400,0.013826475474619793,0.012367009548558412,0.011851938374914052
2020-10-07,11738.849609375,11763.0498046875,11629.349609375,11679.25,513400,0.006555187284725372,0.012417410721287759,0.012112591972727727
2020-10-08,11834.599609375,11905.7001953125,11791.150390625,11835.400390625,608800,0.008156676606839941,0.012439901365375686,0.012376252618619433
2020-10-09,11914.2001953125,11938.599609375,11805.2001953125,11852.0498046875,611100,0.0067260903253916204,0.012406114667404804,0.012482424058776639
2020-10-12,11930.9501953125,12022.0498046875,11867.2001953125,11973.5498046875,522600,0.0014058853909966196,0.012072155734784684,0.012424967092147892
2020-10-13,11934.5,11988.2001953125,11888.900390625,11934.650390625,458300,0.0002975290843887368,0.012077261724532122,0.01232327369823683
2020-10-14,11971.0498046875,11997.2001953125,11822.150390625,11917.400390625,569200,0.0030625333853533387,0.012041931514926914,0.012306651361941518
2020-10-15,11680.349609375,12025.4501953125,11661.2998046875,12023.4501953125,608900,-0.02428360085835335,0.013289227673745269,0.012426127286548867
2020-10-16,11762.4501953125,11789.75,11667.849609375,11727.400390625,555800,0.007028949362235082,0.01328555611722234,0.012503178169059737
2020-10-19,11873.0498046875,11898.25,11820.400390625,11879.2001953125,541400,0.009402769621849272,0.013269956198483828,0.012566652526632183
2020-10-20,11896.7998046875,11949.25,11837.25,11861.0,453600,0.002000328507897331,0.013257718125470348,0.012655723384323376
2020-10-21,11937.650390625,12018.650390625,11775.75,11958.5498046875,623700,0.0034337457642519276,0.012085629891635028,0.0126225453013581
2020-10-22,11896.4501953125,11939.5498046875,11823.4501953125,11890.0,544900,-0.0034512817819539743,0.011890763874916069,0.012567631552312141
2020-10-23,11930.349609375,11974.5498046875,11908.75,11957.900390625,502300,0.0028495402835257977,0.011833871140842408,0.0125104071996559
2020-10-26,11767.75,11942.849609375,11711.7001953125,11937.400390625,519800,-0.013629073304543216,0.010024694320566407,0.012305661058234075
2020-10-27,11889.400390625,11899.0498046875,11723.0,11807.099609375,616300,0.010337608346965288,0.00921435589868821,0.01201937047564968
2020-10-28,11729.599609375,11929.400390625,11684.849609375,11922.599609375,704000,-0.013440608945763599,0.00945567115642246,0.011760744439799237
2020-10-29,11670.7998046875,11744.150390625,11606.4501953125,11633.2998046875,555000,-0.005012942184360991,0.009569508318875267,0.011388772504312236
2020-10-30,11642.400390625,11748.9501953125,11535.4501953125,11678.4501953125,553700,-0.002433373422367602,0.009615705977491614,0.011021787490339165
2020-11-02,11669.150390625,11725.650390625,11557.400390625,11697.349609375,568400,0.002297636149117599,0.009118735305880945,0.010606665401078876
2020-11-03,11813.5,11836.2001953125,11723.2998046875,11734.4501953125,674300,0.01237019016319918,0.009346922300700824,0.010215585818601925
2020-11-04,11908.5,11929.650390625,11756.400390625,11783.349609375,667300,0.008041647267956087,0.009039781933776447,0.009911001022816066
2020-11-05,12120.2998046875,12131.099609375,12027.599609375,12062.400390625,632500,0.017785598915690537,0.009691435270235818,0.00969106816234804
2020-11-06,12263.5498046875,12280.400390625,12131.849609375,12156.650390625,576800,0.011819014571289532,0.009847603936539486,0.009492441441917748
2020-11-09,12461.0498046875,12474.0498046875,12367.349609375,12399.400390625,553400,0.016104635537461442,0.010287707192161441,0.00951874272907725
2020-11-10,12631.099609375,12643.900390625,12475.25,12556.400390625,847500,0.01364650710436388,0.01058358166802519,0.00965566530601095
2020-11-11,12749.150390625,12769.75,12571.099609375,12680.599609375,880500,0.009346041508720315,0.010661676617161489,0.009776265852084852
2020-11-12,12690.7998046875,12741.150390625,12624.849609375,12702.150390625,622000,-0.004576821525331454,0.01079621040741398,0.009898936060938723
2020-11-13,12719.9501953125,12735.9501953125,12607.7001953125,12659.7001953125,513900,0.002296970330761372,0.008837796788238865,0.00982114514201345
2020-11-17,12874.2001953125,12934.0498046875,12797.099609375,12932.5,707700,0.012126619808373373,0.008990791510876183,0.009808350762512973
2020-11-18,12938.25,12948.849609375,12819.349609375,12860.099609375,731300,0.004975051165572175,0.00891795500075552,0.009765454032518443
2020-11-19,12771.7001953125,12963.0,12745.75,12839.5,768800,-0.01287266861341374,0.009656196148999124,0.00982709545404071
2020-11-20,12859.0498046875,12892.4501953125,12730.25,12813.400390625,664000,0.00683930941371913,0.009684830293205916,0.00982643495633772
2020-11-23,12926.4501953125,12968.849609375,12825.7001953125,12960.2998046875,633100,0.005241475198302092,0.009553647692267679,0.00979703933191054
2020-11-24,13055.150390625,13079.099609375,12978.0,13002.599609375,571900,0.0099563448098976,0.009636174144535794,0.009731886027147975
2020-11-25,12858.400390625,13145.849609375,12833.650390625,13130.0,679000,-0.015070680468092346,0.009774752858655368,0.009651003146210993
2020-11-26,12987.0,13018.0,12790.400390625,12906.4501953125,549800,0.010001213639976747,0.00976459129933256,0.0095612946144281
2020-11-27,12968.9501953125,13035.2998046875,12914.2998046875,13012.0498046875,1162400,-0.001389836350773832,0.008996277811422647,0.009381301354828966
2020-12-01,13109.0498046875,13128.400390625,12962.7998046875,13062.2001953125,583600,0.010802694687318537,0.008790464757473916,0.00937656815175247
2020-12-02,13113.75,13128.5,12983.5498046875,13121.400390625,717700,0.0003585458429504751,0.008683575706224614,0.009345846571287314
2020-12-03,13133.900390625,13216.599609375,13107.900390625,13215.2998046875,713700,0.0015365849299400214,0.008700140977836739,0.009324065168995435
2020-12-04,13258.5498046875,13280.0498046875,13152.849609375,13177.400390625,640500,0.009490662358873525,0.008611715125394903,0.009219617066635013
2020-12-07,13355.75,13366.650390625,13241.9501953125,13264.849609375,591700,0.007331133249439903,0.008602809640350885,0.009111415001349512
2020-12-08,13392.9501953125,13435.4501953125,13311.0498046875,13393.849609375,543200,0.002785331809333158,0.008143219103782233,0.008970372142500965
2020-12-09,13529.099609375,13548.900390625,13449.599609375,13458.099609375,502600,0.010165752285866914,0.008079686739610738,0.00881472340200846
2020-12-10,13478.2998046875,13503.5498046875,13399.2998046875,13488.5,553400,-0.0037548548058806697,0.007839041827734707,0.008621152298916395
2020-12-11,13513.849609375,13579.349609375,13402.849609375,13512.2998046875,787700,0.002637558535026452,0.007506816331239526,0.00839537480210709
2020-12-14,13558.150390625,13597.5,13472.4501953125,13571.4501953125,558400,0.0032781762806703973,0.007376035497152086,0.008233350570680035
2020-12-15,13567.849609375,13589.650390625,13447.0498046875,13547.2001953125,497600,0.0007153791977927426,0.007193815664393496,0.008073685661371992
2020-12-16,13682.7001953125,13692.349609375,13606.4501953125,13663.099609375,462200,0.008464907059269056,0.0072799881986798,0.007933326910617513
2020-12-17,13740.7001953125,13773.25,13673.5498046875,13713.5498046875,416000,0.004238929390550483,0.007011485323345901,0.007764461345168427
2020-12-18,13760.5498046875,13772.849609375,13658.599609375,13764.400390625,519400,0.0014445849987885229,0.007007359507186686,0.007604025783347605
2020-12-21,13328.400390625,13777.5,13131.4501953125,13741.900390625,687300,-0.0314049525779333,0.009736671207156255,0.007717411940028143
2020-12-22,13466.2998046875,13492.0498046875,13192.900390625,13373.650390625,696200,0.010346283876607965,0.009851786659767034,0.007888268695626624
2020-12-23,13601.099609375,13619.4501953125,13432.2001953125,13473.5,458700,0.010010159185716239,0.009978417300930425,0.008078141751758593
2020-12-24,13749.25,13771.75,13626.900390625,13672.150390625,471400,0.01089253037474136,0.010015541847469011,0.008295791753732022
2020-12-28,13873.2001953125,13885.2998046875,13811.5498046875,13815.150390625,403600,0.009015051389166695,0.009250518528656595,0.008470161973473729
2020-12-29,13932.599609375,13967.599609375,13859.900390625,13910.349609375,439600,0.004281594241144937,0.009138153778171761,0.008646373801575697
2020-12-30,13981.9501953125,13997.0,13864.9501953125,13980.900390625,380700,0.003542094606974411,0.009072234285532213,0.008834215663689568
2020-12-31,13981.75,14024.849609375,13936.4501953125,13970.0,452400,-1.4318125132972703e-05,0.008950745743080451,0.009001291418129633
2021-01-01,14018.5,14049.849609375,13991.349609375,13996.099609375,358100,0.0026284263414808606,0.008929507253693517,0.009193093611164395
2021-01-04,14132.900390625,14147.9501953125,13953.75,14104.349609375,495000,0.00816067272711063,0.008983879878971857,0.009390745648342913
2021-01-05,14199.5,14215.599609375,14048.150390625,14075.150390625,492500,0.004712380865514287,0.008885494292370358,0.00930562795686432
2021-01-06,14146.25,14244.150390625,14039.900390625,14240.9501953125,632300,-0.0037501320469031096,0.008963352492650846,0.009216784540152704
2021-01-07,14137.349609375,14256.25,14123.099609375,14253.75,559200,-0.0006291696120880319,0.008994181574222264,0.009118360967481887
2021-01-08,14347.25,14367.2998046875,14221.650390625,14258.400390625,613500,0.014847223590326086,0.009245124119822541,0.009041319194717241
2021-01-11,14484.75,14498.2001953125,14383.099609375,14474.0498046875,672900,0.009583718134137165,0.00922748921944046,0.009039016263795626
2021-01-12,14563.4501953125,14590.650390625,14432.849609375,14473.7998046875,929600,0.005433314024232416,0.009234949052794619,0.009048695791257912
2021-01-13,14564.849609375,14653.349609375,14435.7001953125,14639.7998046875,874000,9.609083312889233e-05,0.009266706459565505,0.009068143008661243
2021-01-14,14595.599609375,14617.7998046875,14471.5,14550.0498046875,620200,0.002111247340323086,0.009251044244795155,0.009098172858832711
2021-01-15,14433.7001953125,14617.4501953125,14357.849609375,14594.349609375,789600,-0.011092344158201595,0.009702216460866858,0.009175443779550046
2021-01-18,14281.2998046875,14459.150390625,14222.7998046875,14453.2998046875,762000,-0.010558650142566628,0.010105667670573634,0.009287622558710223
2021-01-19,14521.150390625,14546.0498046875,14350.849609375,14371.650390625,546100,0.016794730817062842,0.010614312611723012,0.00946050439064549
2021-01-20,14644.7001953125,14666.4501953125,14517.5498046875,14538.2998046875,623100,0.008508265623863087,0.007260991951207583,0.009290268336501161
2021-01-21,14590.349609375,14753.5498046875,14517.25,14730.9501953125,704600,-0.0037112802046228577,0.007344511956911249,0.009125301374770061
2021-01-22,14371.900390625,14619.900390625,14357.75,14583.400390625,776800,-0.014972171647596122,0.00826278241634871,0.009027067204422678
2021-01-25,14238.900390625,14491.099609375,14218.599609375,14477.7998046875,618600,-0.009254169343308138,0.008427197789351477,0.00894703806141378
2021-01-27,13967.5,14237.9501953125,13929.2998046875,14237.9501953125,660700,-0.019060488041877988,0.009381879333815965,0.008961731089515914
2021-01-28,13817.5498046875,13898.25,13713.25,13810.400390625,637900,-0.010735650281904374,0.009637239224834082,0.008998784366042772
2021-01-29,13634.599609375,13966.849609375,13596.75,13946.599609375,753200,-0.013240422354072856,0.009987777097421458,0.009072457651305403
2021-02-01,14281.2001953125,14336.349609375,13661.75,13758.599609375,870500,0.047423511101338356,0.01457054864818744,0.00955929087003746
2021-02-02,14647.849609375,14731.7001953125,14469.150390625,14481.099609375,915000,0.02567357148195737,0.015527112441330478,0.010101435347113146
2021-02-03,14789.9501953125,14868.849609375,14574.150390625,14754.900390625,869500,0.009701122671723184,0.015560250740486082,0.010596029159989454
2021-02-04,14895.650390625,14913.7001953125,14714.75,14789.0498046875,884700,0.0071467580293813615,0.015588320239158591,0.011428761988784553
2021-02-05,14924.25,15014.650390625,14864.75,14952.599609375,935600,0.0019199973566108586,0.015525520484258695,0.012246862841519298
2021-02-08,15115.7998046875,15159.900390625,15041.0498046875,15064.2998046875,671200,0.01283480273296811,0.01566006200428491,0.012986590800312916
2021-02-09,15109.2998046875,15257.099609375,15064.2998046875,15164.150390625,713300,-0.0004300136336804483,0.015450612478684886,0.01368893226924626
2021-02-10,15106.5,15168.25,14977.2001953125,15119.0498046875,624800,-0.00018530340410816137,0.01537607132880793,0.014288351468745455
2021-02-11,15173.2998046875,15188.5,15065.400390625,15073.25,500100,0.004421924647502795,0.015366737145398652,0.014861301260801912
2021-02-12,15163.2998046875,15243.5,15081.0,15186.2001953125,571800,-0.0006590524229219685,0.015372460476149236,0.01539976959867469
2021-02-15,15314.7001953125,15340.150390625,15243.400390625,15270.2998046875,456000,0.00998465984153385,0.015470236117660453,0.015489738345621992
2021-02-16,15313.4501953125,15431.75,15242.2001953125,15371.4501953125,648500,-8.162092525865194e-05,0.015173646428670166,0.01545439174435596
2021-02-17,15208.900390625,15314.2998046875,15170.75,15279.900390625,504800,-0.006827318687430917,0.015028960177292947,0.015401262688036646
2021-02-18,15118.9501953125,15250.75,15078.0498046875,15238.7001953125,770600,-0.005914312869584326,0.014810260486109521,0.015323456712731737
2021-02-19,14981.75,15144.0498046875,14898.2001953125,15074.7998046875,712200,-0.009074717063029758,0.014922056086330482,0.015263110272938918
2021-02-22,14675.7001953125,15010.099609375,14635.0498046875,14999.0498046875,609900,-0.020428174591586412,0.01562581627305529,0.015259685699815955
2021-02-23,14707.7998046875,14854.5,14651.849609375,14782.25,744100,0.0021872625461001327,0.015225716351006528,0.015237196087048118
2021-02-24,14982.0,15008.7998046875,14504.5,14729.150390625,403800,0.01864318245786234,0.015481966852833456,0.015247785639450673
2021-02-25,15097.349609375,15176.5,15065.349609375,15079.849609375,803900,0.007699213013950157,0.014696710317248911,0.0151807829566357
2021-02-26,14529.150390625,14919.4501953125,14467.75,14888.599609375,1103600,-0.03763569324758598,0.017017203514594507,0.015345257260480227
2021-03-01,14761.5498046875,14806.7998046875,14638.5498046875,14702.5,507300,0.015995389118723446,0.016857537543867252,0.015483987403100904
2021-03-02,14919.099609375,14959.099609375,14760.7998046875,14865.2998046875,621700,0.010672985341787733,0.013734131927198556,0.015340035952953746
2021-03-03,15245.599609375,15273.150390625,14995.7998046875,15064.400390625,544200,0.021884698711632122,0.013431534559320618,0.015180293391156513
2021-03-04,15080.75,15202.349609375,14980.2001953125,15026.75,534900,-0.010812930524138231,0.013587982213368785,0.01505806556388244
2021-03-05,14938.099609375,15092.349609375,14862.099609375,14977.9501953125,640700,-0.009459104528952489,0.013696139475950156,0.014935473902844406
2021-03-08,14956.2001953125,15111.150390625,14919.900390625,15002.4501953125,0,0.0012117060677612201,0.013692629674154145,0.014742155242954294
2021-03-09,15098.400390625,15126.849609375,14925.4501953125,15049.900390625,675300,0.00950777560179139,0.013557611998122733,0.014575344807665914
2021-03-10,15174.7998046875,15218.4501953125,15100.849609375,15202.150390625,404600,0.005060099883821945,0.013601093633851119,0.01438725748576768
2021-03-12,15030.9501953125,15336.2998046875,14953.599609375,15321.150390625,493200,-0.009479506235763657,0.013767694014374344,0.01429435585548022
2021-03-15,14929.5,15048.400390625,14745.849609375,15048.400390625,467500,-0.006749419963093084,0.013798087636912025,0.013972444267711973
2021-03-16,14910.4501953125,15051.599609375,14890.650390625,14996.099609375,100,-0.001275984104457617,0.013798698097744276,0.013666560323099675
2021-03-17,14721.2998046875,14956.5498046875,14696.0498046875,14946.5498046875,100,-0.012685759862868795,0.01380704534206245,0.013673851664586064
2021-03-18,14557.849609375,14875.2001953125,14478.599609375,14855.5,542200,-0.011102973071742905,0.013947666083504449,0.013725464817004448
2021-03-19,14744.0,14788.25,14350.099609375,14471.150390625,919200,0.012786942826028547,0.014282991259918765,0.013794965721659447
2021-03-22,14736.400390625,14763.900390625,14597.849609375,14736.2998046875,459000,-0.000515437423697751,0.014245825314011779,0.013849934305465609
2021-03-23,14814.75,14878.599609375,14707.0,14768.5498046875,474200,0.00531673999743143,0.014190192816460985,0.013899690619696292
2021-03-24,14549.400390625,14752.349609375,14535.0,14712.4501953125,456400,-0.017911176994211853,0.014022535505635867,0.013946182970447607
2021-03-25,14324.900390625,14575.599609375,14264.400390625,14570.900390625,606800,-0.015430189146808937,0.014387458217543196,0.014024819428816813
2021-03-26,14507.2998046875,14572.900390625,14414.25,14506.2998046875,481000,0.012733031929623273,0.014034264134857935,0.014051476440865174
2021-03-30,14845.099609375,14876.2998046875,14617.599609375,14628.5,594500,0.02328481586755049,0.01492541571982905,0.014164209249156873
2021-03-31,14690.7001953125,14813.75,14670.25,14811.849609375,463900,-0.010400699094332388,0.012549200367313268,0.014039259476113775
2021-04-01,14867.349609375,14883.2001953125,14692.4501953125,14798.400390625,445000,0.012024574166918489,0.012333718789907385,0.013891926820898268
2021-04-05,14637.7998046875,14849.849609375,14459.5,14837.7001953125,509700,-0.015439860548026041,0.012561759236984642,0.013753336136246288
2021-04-06,14683.5,14779.099609375,14573.900390625,14737.0,475300,0.003122067245233451,0.011486542299794882,0.013473691240233898
2021-04-07,14819.0498046875,14879.7998046875,14649.849609375,14716.4501953125,0,0.009231436965811968,0.011526307620680368,0.013201739470900758
2021-04-08,14873.7998046875,14984.150390625,14821.099609375,14875.650390625,514800,0.0036945688638336804,0.011387074541130571,0.012921427643367716
2021-04-09,14834.849609375,14918.4501953125,14785.650390625,14882.650390625,504100,-0.0026187118170183377,0.011394953672023582,0.012658669460006489
2021-04-12,14310.7998046875,14652.5,14248.7001953125,14644.650390625,650200,-0.03532558930400764,0.013471162979519632,0.012567039936204134
2021-04-13,14504.7998046875,14528.900390625,14274.900390625,14364.900390625,605100,0.013556195506029933,0.013831107975738404,0.01254672432029218
2021-04-15,14581.4501953125,14597.5498046875,14353.2001953125,14522.400390625,568000,0.005284484560774683,0.013810137591102025,0.012435196507419475
2021-04-16,14617.849609375,14697.7001953125,14559.0,14599.599609375,577200,0.002496282165007191,0.013776846528790214,0.012557961123567172
2021-04-19,14359.4501953125,14382.2998046875,14191.400390625,14306.599609375,512300,-0.017676978554819645,0.014255028151295503,0.012750092059705984
2021-04-20,14296.400390625,14526.9501953125,14207.2998046875,14526.7001953125,467400,-0.004390823034999047,0.01404865814339116,0.012898781950346636
2021-04-22,14406.150390625,14424.75,14151.400390625,14219.150390625,524600,0.007676757575422188,0.013990983089792946,0.013149226029346438
2021-04-23,14341.349609375,14461.150390625,14273.2998046875,14326.349609375,498100,-0.004498133053794207,0.013681112641680034,0.013364706531446408
2021-04-26,14485.0,14557.5,14421.2998046875,14449.4501953125,452700,0.010016518287169873,0.01389982903498425,0.013615981980831776
2021-04-27,14653.0498046875,14667.5498046875,14484.849609375,14493.7998046875,451800,0.011601643402658013,0.014102633223772218,0.013886749936006637
2021-04-28,14864.5498046875,14890.25,14694.9501953125,14710.5,457000,0.014433855260107098,0.013861860137449597,0.013925819651799634
2021-04-29,14894.900390625,15044.349609375,14814.4501953125,14979.0,517500,0.0020418099664161193,0.01333354504300233,0.013876063358526028
2021-04-30,14631.099609375,14855.4501953125,14601.7001953125,14747.349609375,613900,-0.017710812045177438,0.01375047207607578,0.013870096807023401
2021-05-03,14634.150390625,14673.849609375,14416.25,14481.0498046875,448900,0.00020851346320172048,0.012721785621131652,0.013764590716257546
2021-05-04,14496.5,14723.400390625,14461.5,14687.25,503400,-0.00940610742344028,0.012685287172478143,0.013607616618375812
2021-05-05,14617.849609375,14637.900390625,14506.599609375,14604.150390625,455900,0.0083709591539336,0.01252819520337577,0.013455570324374272
2021-05-06,14724.7998046875,14743.900390625,14611.5,14668.349609375,467800,0.0073164109749706,0.012171324862660827,0.01327360450166106
2021-05-07,14823.150390625,14863.0498046875,14765.5,14816.849609375,488000,0.006679247748155426,0.012236360287470646,0.013129129266240122
2021-05-10,14942.349609375,14966.900390625,14892.5,14928.25,522000,0.008041422748121585,0.01219670542857622,0.01295881690559932
2021-05-11,14850.75,14900.0,14771.400390625,14789.7001953125,647400,-0.006130201191218876,0.012254973190564964,0.012774050902278594
2021-05-12,14696.5,14824.0498046875,14649.7001953125,14823.5498046875,643800,-0.0103866808073666,0.012453543360571962,0.01263321922459083
2021-05-14,14677.7998046875,14749.650390625,14591.900390625,14749.400390625,620700,-0.0012724250884564858,0.009554102139986474,0.012255274934289243
2021-05-17,14923.150390625,14938.0,14725.349609375,14756.25,546400,0.01671576048197254,0.009779797278008642,0.01185820745448253
2021-05-18,15108.099609375,15137.25,15043.7001953125,15067.2001953125,583900,0.012393443335275034,0.010040520268099597,0.011590080919179326
2021-05-19,15030.150390625,15133.400390625,15008.849609375,15058.599609375,569100,-0.005159432408138875,0.010150039297242964,0.011336556131655805
2021-05-20,14906.0498046875,15069.7998046875,14884.900390625,15042.599609375,480300,-0.00825677606093067,0.009449980556643036,0.011028734666982534
2021-05-21,15175.2998046875,15190.0,14985.849609375,14987.7998046875,572900,0.01806313567497475,0.00996784907537896,0.010808387088254347
2021-05-24,15197.7001953125,15256.25,15145.4501953125,15211.349609375,579800,0.001476108604989923,0.009910712306336462,0.010575822290140927
2021-05-25,15208.4501953125,15293.849609375,15163.400390625,15291.75,441500,0.0007073438653115716,0.009788726417711559,0.010335024389054462
2021-05-26,15301.4501953125,15319.900390625,15194.9501953125,15257.0498046875,384000,0.006115021504864648,0.009682252715670964,0.010077752341565062
2021-05-27,15337.849609375,15384.5498046875,15272.5,15323.9501953125,0,0.002378821196545866,0.009463034215998149,0.00977870142710768
2021-05-28,15435.650390625,15469.650390625,15394.75,15421.2001953125,468100,0.006376433707514062,0.009099412180522402,0.009733232431161273
2021-05-31,15582.7998046875,15606.349609375,15374.0,15437.75,436000,0.009533088035724946,0.00925341078503281,0.00968059378186369
2021-06-01,15574.849609375,15660.75,15528.2998046875,15629.650390625,409600,-0.0005101904286871628,0.00809187444013572,0.009485729199067303
2021-06-02,15576.2001953125,15597.4501953125,15459.849609375,15520.349609375,428600,8.67158252806366e-05,0.008094027753326757,0.009280128044675682
2021-06-03,15690.349609375,15705.099609375,15611.0,15655.5498046875,410200,0.0073284506253876724,0.007620838721009554,0.009097213861112332
2021-06-04,15670.25,15733.599609375,15622.349609375,15712.5,414200,-0.001281017305247989,0.007622636610964405,0.008862692614670879
2021-06-07,15751.650390625,15773.4501953125,15678.099609375,15725.099609375,394000,0.0051945814919991395,0.007581293125866262,0.008629750696623858
2021-06-08,15740.099609375,15778.7998046875,15680.0,15773.900390625,378200,-0.0007333060957773752,0.007585841029158411,0.008409462157768544
2021-06-09,15635.349609375,15800.4501953125,15566.900390625,15766.2998046875,457900,-0.006654976944212576,0.007762636700458832,0.00821750055624733
2021-06-10,15737.75,15751.25,15648.5,15692.099609375,298300,0.0065492869160790335,0.00757396820493581,0.008028593955141097
2021-06-11,15799.349609375,15835.5498046875,15749.7998046875,15796.4501953125,363000,0.003914130633349666,0.006946581768028042,0.00781331091389166
2021-06-14,15811.849609375,15823.0498046875,15606.5,15791.400390625,392900,0.0007911718082738162,0.006890443362155893,0.00757701417160397
2021-06-15,15869.25,15901.599609375,15842.400390625,15866.9501953125,323300,0.003630213545097627,0.0061994957242210704,0.007387776300012504
